,Fecha_Producción,ID_Bobina,Heat_No,Grado_Acero,Espesor_mm,Ancho_mm,Peso_kg,Posición_Muestra,Orientación,Tamaño_Probeta,Tipo_Entalla,Temp_Ensayo_C,Energía_J,Tipo_Fractura,%Shear,Operador,Máquina,Fecha_Calibración,Norma,C_%,Mn_%,Si_%,P_%,S_%
5069,2024-05-07,20240507-15,HN1738,DC06_IF,0.85,1000,21108.0,Final,L,10x10x55,V,-20,60.9,Dúctil,64,Ana,MCH-03,2023-12-07,ISO 148-1,0.002,0.271,0.007,0.023,0.014
5070,2024-05-07,20240507-16,HN5056,DC06_IF,0.67,1250,19370.0,Inicio,L,10x10x55,V,0,66.8,Dúctil,64,María,MCH-02,2024-02-23,ASTM E23,0.003,0.248,0.006,0.022,0.013
5071,2024-05-07,20240507-16,HN5056,DC06_IF,0.67,1250,19370.0,Final,L,10x10x55,V,-40,39.3,Dúctil,79,Carlos,MCH-01,2023-07-23,ASTM E23,0.003,0.248,0.006,0.022,0.013
5072,2024-05-07,20240507-17,HN2381,S355MC,0.68,1500,22542.0,Inicio,L,10x10x55,V,20,99.7,Dúctil,63,Ana,MCH-03,2023-08-07,ASTM E23,0.064,1.443,0.112,0.02,0.02
5073,2024-05-07,20240507-17,HN2381,S355MC,0.68,1500,22542.0,Final,T,10x10x55,U,-20,117.6,Mixta,70,Juan,MCH-03,2023-11-07,ASTM E23,0.064,1.443,0.112,0.02,0.02
5074,2024-05-07,20240507-18,HN6092,S235JR,0.78,1000,22581.0,Inicio,L,10x10x55,V,-20,150.7,Frágil,1,Carlos,MCH-03,2024-04-25,ISO 148-1,0.167,0.792,0.023,0.008,0.028
5075,2024-05-07,20240507-18,HN6092,S235JR,0.78,1000,22581.0,Final,L,10x10x55,U,20,139.7,Dúctil,73,Ana,MCH-02,2023-11-02,ISO 148-1,0.167,0.792,0.023,0.008,0.028
5076,2024-05-07,20240507-19,HN3443,S355MC,3.58,1000,18585.0,Inicio,L,10x10x55,U,-20,116.1,Dúctil,61,Ana,MCH-02,2024-05-01,ASTM E23,0.118,0.958,0.257,0.003,0.003
5077,2024-05-07,20240507-19,HN3443,S355MC,3.58,1000,18585.0,Final,T,10x10x55,V,20,111.0,Dúctil,99,María,MCH-01,2024-02-16,ISO 148-1,0.118,0.958,0.257,0.003,0.003
5078,2024-05-07,20240507-20,HN3127,S235JR,2.83,1000,22942.0,Inicio,L,10x10x55,V,-40,133.3,Frágil,17,Carlos,MCH-03,2024-03-30,ISO 148-1,0.188,0.374,0.105,0.012,0.034
5079,2024-05-07,20240507-20,HN3127,S235JR,2.83,1000,22942.0,Final,T,10x10x55,U,0,141.8,Frágil,79,Juan,MCH-01,2023-11-13,ISO 148-1,0.188,0.374,0.105,0.012,0.034
5080,2024-05-08,20240508-01,HN4644,DC06_IF,2.8,1250,24378.0,Inicio,L,10x10x55,U,-20,67.8,Frágil,94,Carlos,MCH-01,2024-02-28,ISO 148-1,0.003,0.264,0.012,0.008,0.019
5081,2024-05-08,20240508-01,HN4644,DC06_IF,2.8,1250,24378.0,Final,T,10x10x55,U,-20,44.5,Mixta,64,María,MCH-01,2024-03-25,ASTM E23,0.003,0.264,0.012,0.008,0.019
5082,2024-05-08,20240508-02,HN1051,DC01,4.02,1500,22300.0,Inicio,L,10x10x55,U,-40,52.7,Frágil,70,Ana,MCH-02,2024-03-04,ISO 148-1,0.113,0.272,0.03,0.013,0.018
5083,2024-05-08,20240508-02,HN1051,DC01,4.02,1500,22300.0,Final,T,10x10x55,V,0,71.8,Frágil,90,Carlos,MCH-03,2024-03-29,ASTM E23,0.113,0.272,0.03,0.013,0.018
5084,2024-05-08,20240508-03,HN2719,DC06_IF,3.52,1000,23254.0,Inicio,T,10x10x55,U,-40,21.3,Frágil,81,Juan,MCH-03,2024-03-29,ISO 148-1,0.002,0.202,0.019,0.0,0.009
5085,2024-05-08,20240508-03,HN2719,DC06_IF,3.52,1000,23254.0,Final,L,10x10x55,U,-40,35.2,Mixta,41,María,MCH-01,2023-10-27,ISO 148-1,0.002,0.202,0.019,0.0,0.009
5086,2024-05-08,20240508-04,HN1576,DP600,2.73,1000,20414.0,Inicio,T,10x10x55,U,-20,92.7,Mixta,56,Juan,MCH-01,2023-08-21,ASTM E23,0.132,1.552,0.454,0.004,0.011
5087,2024-05-08,20240508-04,HN1576,DP600,2.73,1000,20414.0,Final,L,10x10x55,V,-40,83.2,Mixta,33,Juan,MCH-01,2023-08-14,ISO 148-1,0.132,1.552,0.454,0.004,0.011
5088,2024-05-08,20240508-05,HN8804,DP600,2.87,1500,19265.0,Inicio,L,10x10x55,U,0,116.2,Mixta,89,Carlos,MCH-03,2024-01-30,ASTM E23,0.101,1.727,0.137,0.012,0.003
5089,2024-05-08,20240508-05,HN8804,DP600,2.87,1500,19265.0,Final,L,10x10x55,U,-20,85.0,Mixta,0,Ana,MCH-02,2024-03-31,ISO 148-1,0.101,1.727,0.137,0.012,0.003
5090,2024-05-08,20240508-06,HN4058,S355MC,4.16,1500,20138.0,Inicio,L,10x10x55,U,-40,92.2,Mixta,29,María,MCH-02,2024-03-29,ISO 148-1,0.083,1.396,0.232,0.017,0.008
5091,2024-05-08,20240508-06,HN4058,S355MC,4.16,1500,20138.0,Final,T,10x10x55,U,-20,109.6,Mixta,79,Ana,MCH-01,2024-02-12,ISO 148-1,0.083,1.396,0.232,0.017,0.008
5092,2024-05-08,20240508-07,HN1974,S355MC,3.51,1250,23050.0,Inicio,T,10x10x55,U,-40,116.0,Dúctil,94,Carlos,MCH-02,2023-10-10,ISO 148-1,0.083,1.068,0.268,0.024,0.023
5093,2024-05-08,20240508-07,HN1974,S355MC,3.51,1250,23050.0,Final,T,10x10x55,V,0,127.8,Frágil,80,María,MCH-03,2024-04-15,ISO 148-1,0.083,1.068,0.268,0.024,0.023
5094,2024-05-08,20240508-08,HN6704,DP600,5.51,1000,21330.0,Inicio,L,10x10x55,U,-20,89.5,Dúctil,97,Juan,MCH-03,2024-04-28,ASTM E23,0.088,1.978,0.169,0.005,0.004
5095,2024-05-08,20240508-08,HN6704,DP600,5.51,1000,21330.0,Final,T,10x10x55,U,20,82.3,Dúctil,66,Juan,MCH-02,2023-10-13,ASTM E23,0.088,1.978,0.169,0.005,0.004
5096,2024-05-08,20240508-09,HN4867,S355MC,0.8,1250,21105.0,Inicio,L,10x10x55,U,-20,123.9,Frágil,40,Juan,MCH-01,2023-10-13,ASTM E23,0.104,1.068,0.263,0.013,0.001
5097,2024-05-08,20240508-09,HN4867,S355MC,0.8,1250,21105.0,Final,L,10x10x55,V,-40,103.7,Frágil,88,María,MCH-01,2023-08-18,ASTM E23,0.104,1.068,0.263,0.013,0.001
5098,2024-05-08,20240508-10,HN4790,DC06_IF,2.0,1250,19553.0,Inicio,T,10x10x55,U,0,57.3,Frágil,25,Ana,MCH-01,2023-10-14,ASTM E23,0.004,0.298,0.01,0.024,0.016
5099,2024-05-08,20240508-10,HN4790,DC06_IF,2.0,1250,19553.0,Final,T,10x10x55,U,20,34.7,Dúctil,33,María,MCH-03,2024-01-10,ISO 148-1,0.004,0.298,0.01,0.024,0.016
5100,2024-05-08,20240508-11,HN4345,S355MC,2.25,1500,24304.0,Inicio,T,10x10x55,V,20,111.0,Dúctil,62,Juan,MCH-02,2023-09-26,ISO 148-1,0.113,0.913,0.151,0.015,0.023
5101,2024-05-08,20240508-11,HN4345,S355MC,2.25,1500,24304.0,Final,L,10x10x55,V,-40,98.2,Frágil,91,Juan,MCH-01,2023-08-22,ISO 148-1,0.113,0.913,0.151,0.015,0.023
5102,2024-05-08,20240508-12,HN6707,DP600,2.56,1250,23972.0,Inicio,L,10x10x55,U,0,96.3,Mixta,86,Juan,MCH-02,2023-12-27,ASTM E23,0.107,1.656,0.356,0.017,0.007
5103,2024-05-08,20240508-12,HN6707,DP600,2.56,1250,23972.0,Final,T,10x10x55,V,20,74.3,Dúctil,53,Juan,MCH-01,2023-07-29,ASTM E23,0.107,1.656,0.356,0.017,0.007
5104,2024-05-08,20240508-13,HN9203,DC06_IF,2.75,1000,18634.0,Inicio,L,10x10x55,U,-40,52.7,Frágil,28,María,MCH-02,2023-08-10,ASTM E23,0.002,0.223,0.015,0.007,0.013
5105,2024-05-08,20240508-13,HN9203,DC06_IF,2.75,1000,18634.0,Final,T,10x10x55,V,20,40.6,Frágil,66,Ana,MCH-02,2024-01-23,ASTM E23,0.002,0.223,0.015,0.007,0.013
5106,2024-05-08,20240508-14,HN6895,DP600,3.8,1000,20039.0,Inicio,L,10x10x55,U,-40,74.6,Dúctil,30,María,MCH-01,2023-10-06,ISO 148-1,0.139,1.804,0.479,0.012,0.003
5107,2024-05-08,20240508-14,HN6895,DP600,3.8,1000,20039.0,Final,T,10x10x55,V,-20,95.1,Dúctil,98,Ana,MCH-01,2023-10-19,ISO 148-1,0.139,1.804,0.479,0.012,0.003
5108,2024-05-08,20240508-15,HN4803,DP600,2.58,1250,18427.0,Inicio,T,10x10x55,V,0,101.6,Dúctil,45,Ana,MCH-01,2023-10-21,ISO 148-1,0.092,1.712,0.468,0.019,0.012
5109,2024-05-08,20240508-15,HN4803,DP600,2.58,1250,18427.0,Final,T,10x10x55,V,-40,68.7,Dúctil,74,Juan,MCH-01,2023-10-28,ISO 148-1,0.092,1.712,0.468,0.019,0.012
5110,2024-05-08,20240508-16,HN5266,DP600,0.61,1000,22223.0,Inicio,T,10x10x55,V,-40,70.1,Dúctil,12,Carlos,MCH-01,2023-11-11,ASTM E23,0.119,1.606,0.257,0.02,0.0
5111,2024-05-08,20240508-16,HN5266,DP600,0.61,1000,22223.0,Final,T,10x10x55,V,-40,79.6,Frágil,27,María,MCH-01,2024-02-16,ISO 148-1,0.119,1.606,0.257,0.02,0.0
5112,2024-05-08,20240508-17,HN9944,S355MC,1.65,1500,21616.0,Inicio,L,10x10x55,U,0,108.0,Frágil,99,Juan,MCH-03,2024-01-02,ASTM E23,0.061,1.434,0.24,0.002,0.006
5113,2024-05-08,20240508-17,HN9944,S355MC,1.65,1500,21616.0,Final,L,10x10x55,V,-20,114.5,Dúctil,69,María,MCH-02,2024-01-06,ASTM E23,0.061,1.434,0.24,0.002,0.006
5114,2024-05-08,20240508-18,HN1529,S235JR,5.35,1000,18986.0,Inicio,L,10x10x55,V,-20,138.7,Frágil,40,Carlos,MCH-02,2023-07-28,ISO 148-1,0.199,0.377,0.167,0.031,0.011
5115,2024-05-08,20240508-18,HN1529,S235JR,5.35,1000,18986.0,Final,L,10x10x55,U,20,133.5,Frágil,55,Juan,MCH-01,2023-07-22,ISO 148-1,0.199,0.377,0.167,0.031,0.011
5116,2024-05-08,20240508-19,HN4431,S235JR,2.03,1000,21224.0,Inicio,L,10x10x55,V,0,151.3,Frágil,0,Carlos,MCH-01,2023-09-27,ASTM E23,0.123,0.61,0.093,0.012,0.001
5117,2024-05-08,20240508-19,HN4431,S235JR,2.03,1000,21224.0,Final,T,10x10x55,U,-20,131.9,Mixta,84,Ana,MCH-02,2024-04-22,ASTM E23,0.123,0.61,0.093,0.012,0.001
5118,2024-05-08,20240508-20,HN3630,DC01,1.87,1000,24621.0,Inicio,T,10x10x55,U,-40,78.1,Dúctil,20,Juan,MCH-01,2023-11-03,ISO 148-1,0.004,0.335,0.013,0.01,0.002
5119,2024-05-08,20240508-20,HN3630,DC01,1.87,1000,24621.0,Final,L,10x10x55,U,-40,43.3,Mixta,55,Ana,MCH-03,2023-09-10,ASTM E23,0.004,0.335,0.013,0.01,0.002
5120,2024-05-09,20240509-01,HN6657,DC06_IF,0.5,1250,24985.0,Inicio,T,10x10x55,V,-40,38.3,Frágil,13,María,MCH-02,2024-02-12,ASTM E23,0.001,0.172,0.01,0.015,0.004
5121,2024-05-09,20240509-01,HN6657,DC06_IF,0.5,1250,24985.0,Final,T,10x10x55,V,0,55.1,Mixta,51,María,MCH-03,2024-03-05,ISO 148-1,0.001,0.172,0.01,0.015,0.004
5122,2024-05-09,20240509-02,HN9546,DP600,1.43,1000,24496.0,Inicio,T,10x10x55,U,-20,78.4,Dúctil,25,Carlos,MCH-02,2023-07-19,ISO 148-1,0.125,1.7,0.302,0.015,0.009
5123,2024-05-09,20240509-02,HN9546,DP600,1.43,1000,24496.0,Final,L,10x10x55,V,-20,98.8,Mixta,2,María,MCH-02,2024-03-22,ASTM E23,0.125,1.7,0.302,0.015,0.009
5124,2024-05-09,20240509-03,HN8161,S235JR,0.93,1000,20102.0,Inicio,L,10x10x55,U,-40,123.8,Mixta,95,María,MCH-01,2024-03-06,ISO 148-1,0.16,0.637,0.084,0.002,0.007
5125,2024-05-09,20240509-03,HN8161,S235JR,0.93,1000,20102.0,Final,T,10x10x55,U,-40,128.5,Frágil,78,María,MCH-02,2024-03-06,ASTM E23,0.16,0.637,0.084,0.002,0.007
5126,2024-05-09,20240509-04,HN9407,DC01,2.09,1500,20011.0,Inicio,T,10x10x55,V,-20,77.4,Frágil,11,Ana,MCH-02,2024-02-20,ASTM E23,0.1,0.385,0.013,0.025,0.014
5127,2024-05-09,20240509-04,HN9407,DC01,2.09,1500,20011.0,Final,T,10x10x55,V,-40,78.9,Mixta,97,Juan,MCH-01,2023-08-06,ISO 148-1,0.1,0.385,0.013,0.025,0.014
5128,2024-05-09,20240509-05,HN1605,S235JR,0.5,1000,21608.0,Inicio,L,10x10x55,V,-40,125.0,Dúctil,11,María,MCH-01,2023-11-13,ISO 148-1,0.185,0.394,0.035,0.015,0.03
5129,2024-05-09,20240509-05,HN1605,S235JR,0.5,1000,21608.0,Final,L,10x10x55,U,20,143.8,Dúctil,41,Carlos,MCH-01,2023-08-08,ASTM E23,0.185,0.394,0.035,0.015,0.03
5130,2024-05-09,20240509-06,HN8367,DC01,1.44,1000,24425.0,Inicio,T,10x10x55,V,20,84.7,Mixta,67,María,MCH-01,2023-08-09,ISO 148-1,0.003,0.491,0.001,0.022,0.018
5131,2024-05-09,20240509-06,HN8367,DC01,1.44,1000,24425.0,Final,T,10x10x55,V,0,78.8,Frágil,68,María,MCH-01,2024-03-02,ISO 148-1,0.003,0.491,0.001,0.022,0.018
5132,2024-05-09,20240509-07,HN9243,DP600,0.62,1000,22937.0,Inicio,L,10x10x55,U,0,95.2,Mixta,98,María,MCH-03,2024-03-24,ASTM E23,0.088,1.55,0.271,0.011,0.006
5133,2024-05-09,20240509-07,HN9243,DP600,0.62,1000,22937.0,Final,L,10x10x55,V,0,97.9,Frágil,14,Juan,MCH-02,2024-02-24,ASTM E23,0.088,1.55,0.271,0.011,0.006
5134,2024-05-09,20240509-08,HN1273,DC01,1.2,1500,22942.0,Inicio,T,10x10x55,V,20,62.6,Mixta,67,Juan,MCH-03,2024-03-14,ISO 148-1,0.106,0.372,0.001,0.001,0.002
5135,2024-05-09,20240509-08,HN1273,DC01,1.2,1500,22942.0,Final,T,10x10x55,U,0,80.1,Dúctil,78,Ana,MCH-01,2024-03-05,ISO 148-1,0.106,0.372,0.001,0.001,0.002
5136,2024-05-09,20240509-09,HN1793,DC06_IF,3.65,1250,22876.0,Inicio,T,10x10x55,V,20,37.3,Mixta,69,María,MCH-03,2023-07-23,ISO 148-1,0.001,0.293,0.003,0.014,0.013
5137,2024-05-09,20240509-09,HN1793,DC06_IF,3.65,1250,22876.0,Final,L,10x10x55,V,20,36.1,Mixta,65,Juan,MCH-03,2023-12-06,ISO 148-1,0.001,0.293,0.003,0.014,0.013
5138,2024-05-09,20240509-10,HN7001,DP600,0.69,1250,22580.0,Inicio,T,10x10x55,U,20,86.5,Mixta,94,Ana,MCH-02,2023-07-20,ISO 148-1,0.138,1.925,0.174,0.002,0.008
5139,2024-05-09,20240509-10,HN7001,DP600,0.69,1250,22580.0,Final,L,10x10x55,U,-20,85.2,Mixta,54,Ana,MCH-03,2023-12-28,ISO 148-1,0.138,1.925,0.174,0.002,0.008
5140,2024-05-09,20240509-11,HN6664,DC06_IF,0.56,1500,19211.0,Inicio,L,10x10x55,V,0,64.7,Mixta,39,Ana,MCH-01,2023-08-31,ISO 148-1,0.001,0.243,0.009,0.012,0.006
5141,2024-05-09,20240509-11,HN6664,DC06_IF,0.56,1500,19211.0,Final,L,10x10x55,U,0,72.2,Mixta,65,María,MCH-01,2023-12-20,ASTM E23,0.001,0.243,0.009,0.012,0.006
5142,2024-05-09,20240509-12,HN8777,DP600,4.87,1500,20921.0,Inicio,T,10x10x55,V,20,98.6,Mixta,56,María,MCH-02,2024-03-24,ISO 148-1,0.075,1.769,0.281,0.019,0.002
5143,2024-05-09,20240509-12,HN8777,DP600,4.87,1500,20921.0,Final,L,10x10x55,U,0,85.9,Mixta,92,Ana,MCH-03,2023-07-20,ASTM E23,0.075,1.769,0.281,0.019,0.002
5144,2024-05-09,20240509-13,HN6476,DC01,1.84,1500,18150.0,Inicio,T,10x10x55,U,20,76.6,Mixta,96,María,MCH-03,2024-03-04,ASTM E23,0.057,0.417,0.023,0.026,0.025
5145,2024-05-09,20240509-13,HN6476,DC01,1.84,1500,18150.0,Final,L,10x10x55,U,0,91.5,Mixta,52,María,MCH-02,2023-12-01,ASTM E23,0.057,0.417,0.023,0.026,0.025
5146,2024-05-09,20240509-14,HN5866,S235JR,5.15,1250,21492.0,Inicio,L,10x10x55,U,-40,106.5,Mixta,3,Ana,MCH-03,2023-08-16,ISO 148-1,0.133,0.616,0.054,0.014,0.024
5147,2024-05-09,20240509-14,HN5866,S235JR,5.15,1250,21492.0,Final,T,10x10x55,U,-40,144.4,Frágil,81,Carlos,MCH-01,2023-08-12,ISO 148-1,0.133,0.616,0.054,0.014,0.024
5148,2024-05-09,20240509-15,HN1846,S235JR,1.41,1000,22502.0,Inicio,L,10x10x55,V,20,129.2,Dúctil,64,Juan,MCH-02,2024-02-27,ISO 148-1,0.178,0.76,0.173,0.039,0.018
5149,2024-05-09,20240509-15,HN1846,S235JR,1.41,1000,22502.0,Final,L,10x10x55,V,20,156.2,Mixta,24,Carlos,MCH-02,2024-04-27,ASTM E23,0.178,0.76,0.173,0.039,0.018
5150,2024-05-09,20240509-16,HN7896,S235JR,2.19,1500,21130.0,Inicio,T,10x10x55,V,-40,150.4,Dúctil,20,Juan,MCH-01,2023-08-01,ISO 148-1,0.161,0.596,0.128,0.027,0.024
5151,2024-05-09,20240509-16,HN7896,S235JR,2.19,1500,21130.0,Final,T,10x10x55,U,-20,136.2,Mixta,72,Juan,MCH-01,2024-03-07,ASTM E23,0.161,0.596,0.128,0.027,0.024
5152,2024-05-09,20240509-17,HN9071,S355MC,3.39,1250,22675.0,Inicio,L,10x10x55,V,0,114.3,Dúctil,69,Juan,MCH-03,2023-08-14,ISO 148-1,0.098,1.13,0.164,0.002,0.012
5153,2024-05-09,20240509-17,HN9071,S355MC,3.39,1250,22675.0,Final,T,10x10x55,U,0,119.5,Mixta,49,Carlos,MCH-02,2023-11-23,ASTM E23,0.098,1.13,0.164,0.002,0.012
5154,2024-05-09,20240509-18,HN5672,DC06_IF,2.06,1250,20606.0,Inicio,L,10x10x55,U,-20,39.7,Dúctil,11,Carlos,MCH-01,2024-02-07,ISO 148-1,0.003,0.214,0.013,0.007,0.003
5155,2024-05-09,20240509-18,HN5672,DC06_IF,2.06,1250,20606.0,Final,L,10x10x55,V,20,44.4,Mixta,80,Juan,MCH-02,2024-02-19,ISO 148-1,0.003,0.214,0.013,0.007,0.003
5156,2024-05-09,20240509-19,HN8880,DC06_IF,5.78,1000,19113.0,Inicio,L,10x10x55,V,0,67.4,Mixta,89,Carlos,MCH-01,2023-12-02,ASTM E23,0.002,0.194,0.014,0.015,0.003
5157,2024-05-09,20240509-19,HN8880,DC06_IF,5.78,1000,19113.0,Final,L,10x10x55,U,-20,46.9,Frágil,74,Juan,MCH-01,2023-12-13,ISO 148-1,0.002,0.194,0.014,0.015,0.003
5158,2024-05-09,20240509-20,HN5026,S355MC,4.36,1250,19082.0,Inicio,L,10x10x55,V,-40,120.1,Mixta,90,María,MCH-03,2024-03-28,ASTM E23,0.062,1.41,0.18,0.021,0.024
5159,2024-05-09,20240509-20,HN5026,S355MC,4.36,1250,19082.0,Final,T,10x10x55,U,-20,122.4,Mixta,91,Carlos,MCH-03,2023-08-12,ISO 148-1,0.062,1.41,0.18,0.021,0.024
5160,2024-05-10,20240510-01,HN2052,DP600,0.6,1250,18748.0,Inicio,T,10x10x55,V,0,83.3,Dúctil,20,Carlos,MCH-01,2024-04-08,ISO 148-1,0.079,1.565,0.283,0.019,0.008
5161,2024-05-10,20240510-01,HN2052,DP600,0.6,1250,18748.0,Final,T,10x10x55,V,20,104.2,Frágil,97,Carlos,MCH-01,2024-05-06,ASTM E23,0.079,1.565,0.283,0.019,0.008
5162,2024-05-10,20240510-02,HN3559,DC01,1.55,1500,18948.0,Inicio,L,10x10x55,U,-20,66.2,Dúctil,31,Juan,MCH-03,2024-04-30,ISO 148-1,0.042,0.467,0.01,0.018,0.021
5163,2024-05-10,20240510-02,HN3559,DC01,1.55,1500,18948.0,Final,L,10x10x55,U,20,39.3,Dúctil,72,Carlos,MCH-03,2023-10-11,ASTM E23,0.042,0.467,0.01,0.018,0.021
5164,2024-05-10,20240510-03,HN3285,S235JR,4.14,1500,21113.0,Inicio,T,10x10x55,U,20,152.4,Frágil,41,Carlos,MCH-02,2023-12-14,ISO 148-1,0.144,0.779,0.057,0.02,0.038
5165,2024-05-10,20240510-03,HN3285,S235JR,4.14,1500,21113.0,Final,T,10x10x55,V,20,147.7,Frágil,82,Juan,MCH-03,2023-12-23,ISO 148-1,0.144,0.779,0.057,0.02,0.038
5166,2024-05-10,20240510-04,HN1786,S355MC,3.79,1500,19142.0,Inicio,L,10x10x55,U,0,96.9,Mixta,82,María,MCH-03,2024-03-04,ASTM E23,0.115,1.086,0.248,0.02,0.016
5167,2024-05-10,20240510-04,HN1786,S355MC,3.79,1500,19142.0,Final,T,10x10x55,V,20,111.7,Frágil,97,Carlos,MCH-03,2024-02-20,ISO 148-1,0.115,1.086,0.248,0.02,0.016
5168,2024-05-10,20240510-05,HN2552,S235JR,3.24,1000,22245.0,Inicio,L,10x10x55,U,20,134.9,Dúctil,24,Ana,MCH-01,2023-11-03,ISO 148-1,0.171,0.461,0.031,0.025,0.016
5169,2024-05-10,20240510-05,HN2552,S235JR,3.24,1000,22245.0,Final,T,10x10x55,U,-40,126.8,Frágil,91,Juan,MCH-01,2024-03-22,ASTM E23,0.171,0.461,0.031,0.025,0.016
5170,2024-05-10,20240510-06,HN9254,S235JR,0.62,1250,22135.0,Inicio,T,10x10x55,U,20,112.5,Frágil,29,Ana,MCH-01,2023-12-12,ASTM E23,0.174,0.616,0.147,0.037,0.019
5171,2024-05-10,20240510-06,HN9254,S235JR,0.62,1250,22135.0,Final,T,10x10x55,U,-40,121.4,Frágil,100,María,MCH-03,2023-11-28,ASTM E23,0.174,0.616,0.147,0.037,0.019
5172,2024-05-10,20240510-07,HN6457,S235JR,2.88,1500,22968.0,Inicio,T,10x10x55,U,-20,139.7,Mixta,30,Juan,MCH-01,2024-04-30,ASTM E23,0.132,0.623,0.023,0.003,0.003
5173,2024-05-10,20240510-07,HN6457,S235JR,2.88,1500,22968.0,Final,L,10x10x55,U,20,146.7,Dúctil,26,Ana,MCH-03,2023-09-29,ASTM E23,0.132,0.623,0.023,0.003,0.003
5174,2024-05-10,20240510-08,HN8665,DC06_IF,3.91,1000,18128.0,Inicio,L,10x10x55,U,20,35.0,Dúctil,25,María,MCH-02,2023-08-25,ISO 148-1,0.003,0.181,0.014,0.021,0.015
5175,2024-05-10,20240510-08,HN8665,DC06_IF,3.91,1000,18128.0,Final,T,10x10x55,U,-40,34.6,Frágil,80,María,MCH-02,2023-10-30,ISO 148-1,0.003,0.181,0.014,0.021,0.015
5176,2024-05-10,20240510-09,HN7235,S235JR,4.16,1500,18503.0,Inicio,T,10x10x55,V,-20,136.4,Mixta,51,María,MCH-01,2023-10-31,ISO 148-1,0.134,0.687,0.022,0.037,0.019
5177,2024-05-10,20240510-09,HN7235,S235JR,4.16,1500,18503.0,Final,T,10x10x55,V,-40,124.1,Mixta,16,Juan,MCH-01,2023-12-20,ISO 148-1,0.134,0.687,0.022,0.037,0.019
5178,2024-05-10,20240510-10,HN6635,S235JR,0.45,1000,18857.0,Inicio,L,10x10x55,V,20,128.5,Mixta,19,Carlos,MCH-02,2023-12-12,ISO 148-1,0.183,0.534,0.249,0.001,0.002
5179,2024-05-10,20240510-10,HN6635,S235JR,0.45,1000,18857.0,Final,T,10x10x55,V,-20,134.0,Dúctil,5,Carlos,MCH-01,2024-03-19,ASTM E23,0.183,0.534,0.249,0.001,0.002
5180,2024-05-10,20240510-11,HN5387,S235JR,1.16,1250,23794.0,Inicio,T,10x10x55,U,0,147.6,Mixta,42,Carlos,MCH-03,2024-03-25,ISO 148-1,0.123,0.418,0.232,0.02,0.025
5181,2024-05-10,20240510-11,HN5387,S235JR,1.16,1250,23794.0,Final,T,10x10x55,V,0,138.1,Mixta,70,Juan,MCH-01,2024-04-06,ISO 148-1,0.123,0.418,0.232,0.02,0.025
5182,2024-05-10,20240510-12,HN9710,DP600,3.45,1000,23674.0,Inicio,L,10x10x55,U,-40,66.4,Frágil,88,Juan,MCH-01,2023-07-22,ISO 148-1,0.143,1.507,0.179,0.012,0.004
5183,2024-05-10,20240510-12,HN9710,DP600,3.45,1000,23674.0,Final,L,10x10x55,V,-40,77.7,Mixta,79,María,MCH-01,2024-05-08,ISO 148-1,0.143,1.507,0.179,0.012,0.004
5184,2024-05-10,20240510-13,HN5864,S235JR,0.52,1250,21589.0,Inicio,L,10x10x55,V,-40,116.5,Dúctil,52,Carlos,MCH-01,2024-03-21,ISO 148-1,0.193,0.786,0.147,0.031,0.023
5185,2024-05-10,20240510-13,HN5864,S235JR,0.52,1250,21589.0,Final,L,10x10x55,U,0,143.2,Frágil,56,Carlos,MCH-03,2023-08-26,ASTM E23,0.193,0.786,0.147,0.031,0.023
5186,2024-05-10,20240510-14,HN6416,DP600,5.35,1500,20067.0,Inicio,T,10x10x55,U,-20,81.3,Mixta,84,María,MCH-02,2024-02-23,ISO 148-1,0.118,1.881,0.407,0.007,0.012
5187,2024-05-10,20240510-14,HN6416,DP600,5.35,1500,20067.0,Final,L,10x10x55,V,-20,81.6,Frágil,76,Juan,MCH-01,2024-02-19,ASTM E23,0.118,1.881,0.407,0.007,0.012
5188,2024-05-10,20240510-15,HN9861,DC01,3.74,1500,19930.0,Inicio,L,10x10x55,V,0,78.5,Frágil,61,Juan,MCH-03,2023-07-20,ASTM E23,0.117,0.342,0.016,0.004,0.008
5189,2024-05-10,20240510-15,HN9861,DC01,3.74,1500,19930.0,Final,T,10x10x55,U,20,58.0,Frágil,61,Ana,MCH-01,2023-10-03,ISO 148-1,0.117,0.342,0.016,0.004,0.008
5190,2024-05-10,20240510-16,HN3330,S235JR,5.25,1500,19587.0,Inicio,L,10x10x55,U,-40,120.5,Frágil,29,Juan,MCH-02,2023-07-24,ISO 148-1,0.161,0.733,0.204,0.01,0.004
5191,2024-05-10,20240510-16,HN3330,S235JR,5.25,1500,19587.0,Final,T,10x10x55,U,-20,135.9,Mixta,95,Juan,MCH-03,2024-01-03,ASTM E23,0.161,0.733,0.204,0.01,0.004
5192,2024-05-10,20240510-17,HN2391,S355MC,3.75,1500,20437.0,Inicio,T,10x10x55,V,-20,84.3,Dúctil,64,María,MCH-02,2023-08-19,ASTM E23,0.075,1.159,0.137,0.002,0.025
5193,2024-05-10,20240510-17,HN2391,S355MC,3.75,1500,20437.0,Final,L,10x10x55,V,-40,93.8,Frágil,18,Juan,MCH-03,2023-08-08,ISO 148-1,0.075,1.159,0.137,0.002,0.025
